@RELATION nfr

@ATTRIBUTE ProjectID {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49}
@ATTRIBUTE RequirementText STRING
@ATTRIBUTE _class_ {F,A,L,LF,MN,O,PE,SC,SE,US,FT,PO}

@DATA
6,'The product shall send a meeting confirmation to the meeting organizer.',F
6,'The product shall display room equipment according to search parameters.',F
6,'The product shall display conference rooms according to search parameters.',F
6,'The product shall record different meeting types.',F
6,'The product shall record all the equipment that has been reserved.',F
6,'The product shall notify building personnel of equipment transport requests.',F
6,'The product will allow priviledged users to view meeting schedules in multiple reporting views.',F
6,'The product shall be able to send meeting notifications via different kinds of end-user specified methods.',F
6,'The product shall have a customizable Look and Feel.',F
6,'The product shall have an intuitive user interface.',F
6,'The product will display an available status for unreserved conference rooms.',F
7,'Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.',PE
7,'The System shall allow for a minimum of  6 users to work at the same time.',PE
7,'The System shall utilize currently owned computer equipment.',O
7,'The System shall be able to automatically backup business data and restore them on demand.',O
7,'The System shall maintain consistent security.  Any changes in user passwords and/or permissions should take affect in all parts of the System.',SE
